1,4
2,4
3,4
4,4
5,6
6,4
7,4
8,3
9,7
10,4
11,5
12,5
13,3
14,3
15,5
16,4
17,6
18,7
19,3
20,4
21,6
22,5
23,3
24,3
25,4
26,5
27,4
28,6
29,4
30,5
31,5
32,4
33,4
34,5
35,5
36,5
37,4
38,5
39,4
40,13
41,17
42,9
43,5
44,12
45,4
46,8
47,6
48,14
49,17
50,4
51,4
52,4
53,3
54,4
55,3
56,4
57,10
58,4
59,4
60,7
61,6
62,3
63,5
64,5
65,8
66,7
67,5
68,4
69,4
70,7
71,4
72,3
73,4
74,5
75,11
76,7
77,8
78,6
79,7
80,11
81,3
82,5
83,5
84,4
85,4
86,6
87,4
88,5
89,6
90,4
91,14
92,5
93,6
94,5
95,3
96,8
97,4
98,4
99,3
100,4
101,11
102,7
103,6
104,5
105,4
106,5
107,5
108,5
109,3
110,3
111,4
112,5
113,8
114,3
115,4
116,6
117,5
118,4
119,4
120,4
121,4
122,4
123,3
124,7
125,5
126,5
127,12
128,6
129,5
130,5
131,6
132,13
133,21
134,9
135,23
136,9
137,14
138,12
139,12
140,13
141,9
142,17
143,8
144,4
145,4
146,8
147,11
148,8
149,18
150,9
151,11
152,7
153,12
154,7
155,9
156,11
157,5
158,5
159,7
160,4
161,3
162,4
163,5
164,3
165,5
166,5
167,6
168,8
169,5
170,34
171,13
172,9
173,8
174,9
175,7
176,6
177,5
178,4
179,10
180,7
181,3
182,6
183,5
184,10
185,6
186,4
187,14
188,7
189,14
190,24
191,8
192,4
193,12
194,17
195,7
196,7
197,14
198,18
199,13
200,6
201,9
202,7
203,8
204,7
205,8
206,7
207,11
208,4
209,7
210,4
211,7
212,6
213,8
214,3
215,8
216,7
217,11
218,9
219,4
220,8
221,6
222,3
223,9
224,4
225,5
226,11
227,8
228,7
229,7
230,9
231,7
232,7
233,6
234,5
235,3
236,7
237,3
238,6
239,10
240,7
241,3
242,9
243,3
244,7
245,5
246,8
247,5
248,3
249,3
250,15
251,5
252,3
253,9
254,7
255,16
256,8
257,26
258,13
259,15
260,13
261,17
262,9
263,9
264,12
265,9
266,5
267,6
268,8
269,3
270,13
271,14
272,11
273,7
274,7
275,6
276,3
277,10
278,3
279,7
280,8
281,15
282,5
283,7
284,8
285,13
286,10
287,6
288,7
289,7
290,4
291,8
292,4
293,7
294,13
295,12
296,7
297,8
298,10
299,10
300,7
301,10
302,9
303,7
304,6
305,7
306,9
307,7
308,4
309,5
310,3
311,6
312,17
313,8
314,20
315,9
316,11
317,8
318,14
319,13
320,9
321,7
322,16
323,9
324,12
325,5
326,7
327,7
328,4
329,4
330,6
331,9
332,7
333,21
334,7
335,3
336,5
337,10
338,8
339,5
340,4
341,9
342,19
343,9
344,8
345,7
346,8
347,8
348,5
349,9
350,5
351,4
352,4
353,12
354,8
355,7
356,10
357,8
358,6
359,9
360,9
361,12
362,7
363,6
364,7
365,12
366,9
367,5
368,6
369,6
370,5
371,7
372,4
373,5
374,12
375,8
376,10
377,9
378,7
379,6
380,6
381,8
382,8
383,9
384,6
385,7
386,6
387,5
388,6
389,9
390,3
391,12
392,6
393,11
394,6
395,6
396,4
397,9
398,8
399,3
400,9
401,11
402,5
403,8
404,4
405,3
406,9
407,4
408,5
409,6
410,7
411,7
412,8
413,10
414,8
415,5
416,12
417,7
418,7
419,11
420,3
421,8
422,6
423,5
424,10
425,3
426,3
427,12
428,4
429,5
430,11
431,6
432,7
433,8
434,4
435,4
436,6
437,9
438,6
439,4
440,6
441,4
442,7
443,6
444,3
445,5
446,8
447,7
448,11
449,5
450,5
451,9
452,9
453,5
454,13
455,9
456,6
457,8
458,6
459,9
460,4
461,7
462,8
463,4
464,11
465,8
466,8
467,7
468,8
469,14
470,28
471,7
472,4
473,8
474,9
475,8
476,6
477,9
478,8
479,8
480,8
481,8
482,10
483,6
484,6
485,3
486,9
487,19
488,7
489,8
490,5
491,15
492,9
493,11
494,7
495,8
496,4
497,11
498,17
499,20
500,10

AVERGAGE: 7.448
