1,28
2,18
3,17
4,25
5,19
6,22
7,46
8,18
9,16
10,18
11,23
12,43
13,19
14,25
15,19
16,28
17,18
18,30
19,19
20,34
21,26
22,25
23,23
24,26
25,23
26,27
27,17
28,23
29,17
30,27
31,20
32,39
33,22
34,31
35,20
36,33
37,22
38,21
39,17
40,28
41,17
42,24
43,27
44,22
45,16
46,29
47,15
48,25
49,19
50,23
51,14
52,24
53,19
54,28
55,17
56,27
57,16
58,25
59,17
60,26
61,17
62,22
63,18
64,24
65,23
66,33
67,17
68,24
69,16
70,26
71,19
72,26
73,20
74,25
75,16
76,31
77,17
78,26
79,17
80,26
81,15
82,24
83,15
84,29
85,16
86,27
87,23
88,36
89,19
90,24
91,18
92,25
93,20
94,28
95,14
96,20
97,15
98,27
99,24
100,28
101,17
102,27
103,18
104,32
105,14
106,31
107,20
108,22
109,14
110,33
111,18
112,25
113,20
114,26
115,16
116,29
117,18
118,29
119,17
120,22
121,17
122,31
123,16
124,31
125,22
126,25
127,20
128,22
129,17
130,32
131,18
132,24
133,17
134,24
135,19
136,27
137,19
138,28
139,27
140,22
141,19
142,23
143,19
144,30
145,17
146,22
147,16
148,23
149,19
150,30
151,16
152,27
153,16
154,22
155,40
156,17
157,27
158,17
159,22
160,25
161,28
162,14
163,26
164,16
165,22
166,14
167,35
168,18
169,30
170,17
171,24
172,15
173,23
174,18
175,23
176,21
177,24
178,18
179,25
180,19
181,21
182,16
183,26
184,15
185,27
186,16
187,33
188,15
189,21
190,25
191,36
192,18
193,21
194,15
195,28
196,14
197,20
198,20
199,19
200,28
201,16
202,32
203,18
204,25
205,16
206,22
207,23
208,28
209,19
210,22
211,21
212,24
213,16
214,30
215,18
216,24
217,17
218,24
219,16
220,23
221,16
222,30
223,14
224,27
225,17
226,23
227,15
228,24
229,13
230,22
231,16
232,24
233,21
234,28
235,21
236,29
237,19
238,26
239,19
240,22
241,14
242,24
243,18
244,28
245,16
246,24
247,26
248,23
249,19
250,16
251,21
252,18
253,22
254,18
255,29
256,22
257,30
258,25
259,25
260,24
261,27
262,18
263,26
264,19
265,23
266,14
267,21
268,15
269,35
270,19
271,26
272,16
273,26
274,16
275,30
276,18
277,22
278,16
279,35
280,17
281,31
282,15
283,28
284,19
285,22
286,20
287,27
288,18
289,23
290,15
291,24
292,25
293,20
294,20
295,31
296,18
297,23
298,17
299,27
300,18
301,27
302,20
303,37
304,18
305,22
306,18
307,33
308,14
309,36
310,21
311,37
312,17
313,27
314,16
315,25
316,18
317,30
318,18
319,20
320,19
321,30
322,16
323,25
324,16
325,24
326,18
327,27
328,16
329,29
330,16
331,44
332,19
333,17
334,24
335,22
336,29
337,20
338,25
339,15
340,23
341,17
342,27
343,16
344,23
345,19
346,20
347,17
348,24
349,15
350,17
351,20
352,23
353,22
354,16
355,22
356,20
357,21
358,15
359,27
360,17
361,42
362,18
363,28
364,15
365,35
366,20
367,32
368,29
369,34
370,26
371,28
372,15
373,55
374,22
375,33
376,21
377,31
378,23
379,42
380,24
381,25
382,24
383,32
384,21
385,33
386,32
387,33
388,21
389,27
390,20
391,24
392,16
393,23
394,23
395,26
396,17
397,24
398,16
399,37
400,16
401,27
402,18
403,29
404,14
405,24
406,14
407,28
408,16
409,20
410,24
411,31
412,21
413,27
414,18
415,38
416,15
417,30
418,19
419,39
420,26
421,27
422,15
423,16
424,16
425,16
426,21
427,15
428,23
429,16
430,26
431,28
432,22
433,22
434,25
435,15
436,26
437,28
438,23
439,16
440,25
441,21
442,30
443,22
444,26
445,16
446,30
447,24
448,24
449,18
450,23
451,25
452,22
453,18
454,32
455,18
456,35
457,14
458,23
459,17
460,23
461,14
462,23
463,15
464,26
465,23
466,28
467,16
468,29
469,18
470,25
471,21
472,26
473,16
474,26
475,22
476,34
477,22
478,23
479,21
480,28
481,18
482,26
483,15
484,31
485,16
486,22
487,17
488,35
489,17
490,25
491,19
492,25
493,24
494,29
495,14
496,23
497,20
498,23
499,23
500,26

AVERGAGE: 22.688
